"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2008093791660765323","Mon Jan 05 08:30:43 +0000 2026","0","Emang bener sih kalau demi keselamatan masyarakat semua bantuan harus kita optimalkan. Aceh Sumatra Bangkit semoga saudara-saudara kita di sana segera bisa beraktivitas normal kembali! #AcehSumatraBangkit #Kemanusiaan #InfoSumatera #SeninSemangat #Solidaritas https://t.co/sGyoZHkTsV","2008093791660765323","https://pbs.twimg.com/ext_tw_video_thumb/2008093756499927040/pu/img/OHVLfHZ4ohxTV5ps.jpg","","in","","0","0","0","https://x.com/undefined/status/2008093791660765323","1533734897575407618",
"2008093651067641990","Mon Jan 05 08:30:09 +0000 2026","0","Kunjungan kerja Presiden kali ini fokus ke percepatan pemulihan Aceh Tamiang. Doain ya guys biar prosesnya makin sat-set. #KunkerPresiden #AcehTamiang #ProgresPembangunan https://t.co/HUqkIks1aM","2008093651067641990","https://pbs.twimg.com/media/G94uh1_a4AE8QSs.jpg","","in","","0","0","0","https://x.com/undefined/status/2008093651067641990","1979728059365564417",
"2008230511203021171","Mon Jan 05 17:33:59 +0000 2026","7","⠀⠀⠀⠀⠀⠀⠀ . ₊˚ ‿︵‿୨୧ · · ୨୧‿︵‿ ˚₊ https://t.co/LPQlRsE1cw","2008230511203021171","https://pbs.twimg.com/media/G96q-VcXgAA79QW.jpg","","und","","0","7","7","https://x.com/undefined/status/2008230511203021171","1868250310814425088",
"2008207075290366413","Mon Jan 05 16:00:52 +0000 2026","0","เห้ย หนุ่มคนนี้ ","2008207075290366413","","","th","","0","0","0","https://x.com/undefined/status/2008207075290366413","1707649364599214080",
"2008103563634037172","Mon Jan 05 09:09:32 +0000 2026","0","GW https://t.co/9qeoPej3r9","2008103563634037172","https://pbs.twimg.com/media/G943iB0aIAAcNg_.jpg","","und","","0","11","0","https://x.com/undefined/status/2008103563634037172","1981922101201342464",
"2008093565055111478","Mon Jan 05 08:29:49 +0000 2026","184","Lihatlah gambar ceria dan bahagianya anak-anak. Walau hari ini sudah mulai masuk sekolah sebagian anak-anak aceh dan sumatera bukan cuma kehilangan seragam dan perlengkapan sekolah tapi juga kehilangan sekolah. Namun anak-anak aceh dan sumatera adalah anak-anak yang kuat. https://t.co/YVfGWeHMaC","2008093565055111478","https://pbs.twimg.com/amplify_video_thumb/2008092138907840512/img/g8EA2CxCShPYvq0V.jpg","","in","","0","6","75","https://x.com/undefined/status/2008093565055111478","224114492",
"2008093344019415510","Mon Jan 05 08:28:56 +0000 2026","1","Polres Aceh Selatan Polda Aceh terus menunjukkan kepedulian kemanusiaan dengan melanjutkan kegiatan gotong royong pascabanjir bandang di Kecamatan Trumon Tengah Kabupaten Aceh Selatan. Pada kegiatan hari ini fokus utama diarahkan pada pembersihan parit dan saluran air. https://t.co/1dzXU0oGGh","2008093344019415510","https://pbs.twimg.com/media/G94uPv5awAAwcDg.jpg","","in","","0","0","0","https://x.com/undefined/status/2008093344019415510","1896803775639437313",
"2008093206106509429","Mon Jan 05 08:28:23 +0000 2026","0","Aceh Sumatera Bangkit https://t.co/Ve8FDhXGHf","2008093206106509429","https://pbs.twimg.com/media/G94uHSmawAAIbCV.jpg","","in","","0","0","0","https://x.com/undefined/status/2008093206106509429","1978784719354667009",
"2008093085037973629","Mon Jan 05 08:27:54 +0000 2026","0","Prajurit TNI dan petugas PLN jalan kaki tiga hari pikul genset ke lokasi bencana di Aceh https://t.co/OAWNCKJO8h","2008093085037973629","","","in","","0","0","0","https://x.com/undefined/status/2008093085037973629","423220305",
"2008092615624024560","Mon Jan 05 08:26:02 +0000 2026","0","Banyak perubahan positif di Aceh setelah pemerintah turun tangan soal banjir https://t.co/6RF5rs9Miu","2008092615624024560","https://pbs.twimg.com/media/G94tk_zb0AEORLI.jpg","","in","","0","0","0","https://x.com/undefined/status/2008092615624024560","1701070509717495808",
"2008092538675294366","Mon Jan 05 08:25:44 +0000 2026","1","Bencana banjir yang melanda sejumlah wilayah di Pulau Sumatra pada akhir November 2025 berdampak langsung pada lonjakan harga kebutuhan pokok. https://t.co/QgggHTQW80","2008092538675294366","","","in","","0","0","1","https://x.com/undefined/status/2008092538675294366","68930552",
"2008092522263003372","Mon Jan 05 08:25:40 +0000 2026","113","Banjir akibat cuaca ekstrem di Lut Tawar Aceh Tengah ditangani cepat oleh pemerintah bersama aparat dan relawan. Evakuasi dan gotong royong pembersihan lumpur menjadi bagian penting #PercepatanPemulihan dan solidaritas warga. #AllEyesOnSumatera https://t.co/NOgzqUaBBr","2008092522263003372","https://pbs.twimg.com/amplify_video_thumb/2008092374317305856/img/gHzsWIJxgGH1T30D.jpg","","in","","0","13","97","https://x.com/undefined/status/2008092522263003372","1168800877999611904",
"2008092376854909071","Mon Jan 05 08:25:05 +0000 2026","53","Alhamdulillah. Hari ini upacara bendera senam anak Indonesia hebat (SAIH) dan pagi ceria di SMA Negeri 4 Aceh Tamiang. Kegiatan ini menandai hari pertama belajar semester 2 tahun pelajaran 2025/2026. https://t.co/ILKzsiEGxc","2008092376854909071","https://pbs.twimg.com/media/G94tWxzaoAE5bW8.jpg","","in","","0","2","5","https://x.com/undefined/status/2008092376854909071","2348697985",
"2008092313504157914","Mon Jan 05 08:24:50 +0000 2026","86","Di masa pemulihan banjir pemerintah terus memastikan kebutuhan dasar warga Aceh Tamiang kembali terpenuhi. Air bersih dan jaringan komunikasi yang pulih menjadi bukti nyata #PercepatanPemulihan agar warga kembali beraktivitas dengan aman dan tenang. #AllEyesOnSumatera https://t.co/TMA87kvopq","2008092313504157914","https://pbs.twimg.com/media/G94tDz1bsAAUwgU.jpg","","in","","0","16","69","https://x.com/undefined/status/2008092313504157914","553666338",
"2008092224429740292","Mon Jan 05 08:24:29 +0000 2026","0","Di balik lumpur yang mulai mengering tawa anak-anak Aceh Timur kembali hidup. Bantuan sederhana perhatian tulus dan doa menjadi penguat langkah untuk bangkit bersama. #Negarahadir #Indonesiabaik #sumaterapulih #bersatunegeriku #SemangatLuarBiasa https://t.co/KaKnRfYmf2","2008092224429740292","https://pbs.twimg.com/media/G94tO2qbMAAGSEI.jpg","","in","","0","0","0","https://x.com/undefined/status/2008092224429740292","1881565600222437376",
"2008092115847524849","Mon Jan 05 08:24:03 +0000 2026","0","Tanpa Baju Seragam Anak-Anak Aceh Tamiang Tetap Semangat di Hari Pertama Sekolah https://t.co/D15Bsbmn3X","2008092115847524849","","","in","","0","0","0","https://x.com/undefined/status/2008092115847524849","1548631251111751680",
"2008092006497862091","Mon Jan 05 08:23:37 +0000 2026","0","Usai dibersihkan Polisi pastikan SMP dan SMA di Aceh siap gelar KBM hari ini. #PolriTetapSiaga #MengabdiTanpaLibur #PolisiHadir #PolriUntukMasyarakat https://t.co/Exa1FsGBqf","2008092006497862091","https://pbs.twimg.com/ext_tw_video_thumb/2008091973782298625/pu/img/x32zZ8McJlAd8M_U.jpg","","in","","0","0","0","https://x.com/undefined/status/2008092006497862091","1603085839332179968",
"2008091991566057528","Mon Jan 05 08:23:33 +0000 2026","0","Gak cuma janji tapi bukti nyata di Aceh Tamiang. Langkah percepatan pemulihan terus dipastikan supaya semua fasilitas kelar tepat waktu. #BuktiNyata #AcehTamiangBisa #InfoPublik https://t.co/BjwjWa3JSq","2008091991566057528","https://pbs.twimg.com/media/G94tBJ5agAAV-8k.jpg","","in","","0","0","0","https://x.com/undefined/status/2008091991566057528","1979726636724756480",
"2008089299716284753","Mon Jan 05 08:22:53 +0000 2026","0","@adilarainbow Pemerintah Hadir di setiap langkah pemulihan. Bersama rakyat Aceh Sumatra Bangkit lebih kuat dan berdaya. 🇮🇩 #BersamaPulihkanSumutAceh https://t.co/vQiZlcqenM","2008091820602032524","https://pbs.twimg.com/ext_tw_video_thumb/2008091721692037120/pu/img/HitU1Ouf0yHHmvSS.jpg","adilarainbow","in","","0","0","0","https://x.com/undefined/status/2008091820602032524","1538083836512604160",
"2008091795046195639","Mon Jan 05 08:22:48 +0000 2026","4","Rumah hunian Aceh Tamiang ini dilengkapi dengan Wifi gratis air bersih listrik tempat ibadah fasilitas bermain anak serta akses jalan yang dilalui jalan besar. Sumber: Sekretariat Kabinet. #ATRBPNKiniLebihBaik #ATRBPNMajudanModern @kem_atrbpn https://t.co/AoLOEtR0Qs","2008091801106911644","https://pbs.twimg.com/media/G94s1xfbkAE7R4P.jpg","KantahFlotim","in","","0","3","0","https://x.com/undefined/status/2008091801106911644","1620577742839508999",
"2008091774791848328","Mon Jan 05 08:22:42 +0000 2026","0","#sahabatbawaslu Dalam rangka meneguhkan komitmen membangun semangat kerja serta meningkatkan disiplin sejak awal tahun Badan Pengawas Pemilihan Umum (Bawaslu) Kabupaten Aceh Barat Daya melaksanakan Apel Perdana Tahun 2026 di halaman Sekretariat setempat Senin (05/01/2026). https://t.co/LTR6iqKexE","2008091774791848328","https://pbs.twimg.com/media/G94szdTaQAAyHg_.jpg","","in","","0","0","0","https://x.com/undefined/status/2008091774791848328","1179948517860626432",
"2008230511203021171","Mon Jan 05 17:33:59 +0000 2026","7","⠀⠀⠀⠀⠀⠀⠀ . ₊˚ ‿︵‿୨୧ · · ୨୧‿︵‿ ˚₊ https://t.co/LPQlRsE1cw","2008230511203021171","https://pbs.twimg.com/media/G96q-VcXgAA79QW.jpg","","und","","0","7","7","https://x.com/undefined/status/2008230511203021171","1868250310814425088",
"2008207075290366413","Mon Jan 05 16:00:52 +0000 2026","0","เห้ย หนุ่มคนนี้ ","2008207075290366413","","","th","","0","0","0","https://x.com/undefined/status/2008207075290366413","1707649364599214080",
"2008103563634037172","Mon Jan 05 09:09:32 +0000 2026","0","GW https://t.co/9qeoPej3r9","2008103563634037172","https://pbs.twimg.com/media/G943iB0aIAAcNg_.jpg","","und","","0","11","0","https://x.com/undefined/status/2008103563634037172","1981922101201342464",
"2008091679144947783","Mon Jan 05 08:22:19 +0000 2026","0","Rumah hunian Aceh Tamiang ini dilengkapi dengan Wifi gratis air bersih listrik tempat ibadah fasilitas bermain anak serta akses jalan yang dilalui jalan besar. Sumber: Sekretariat Kabinet. #ATRBPNKiniLebihBaik #ATRBPNMajudanModern #MelayaniProfesionalTerpercaya","2008091679144947783","","","in","","0","0","0","https://x.com/undefined/status/2008091679144947783","2912300593",
"2008091571103859051","Mon Jan 05 08:21:53 +0000 2026","0","Sungai Lokop Jadi Lautan Pasir Pariwisata Aceh Timur Terpukul https://t.co/So0XSxdkvU","2008091571103859051","","","in","","0","1","0","https://x.com/undefined/status/2008091571103859051","41730943",
"2008091376991469594","Mon Jan 05 08:21:07 +0000 2026","1","TIKI kembali membuka program pengiriman bantuan untuk Aceh Sumatera Utara dan Sumatera Barat. Program berlangsung 05 10 Januari 2026 dari Yogyakarta ke posko resmi. Semoga kebaikan ini membantu pemulihan saudara kita. #TIKIBudayakanBerbagi #TIKIPeduliSumatra #PrayForSumatra https://t.co/Hf88xowxDJ","2008091376991469594","https://pbs.twimg.com/media/G94sV8LbAAEhhvf.jpg","","in","","0","0","0","https://x.com/undefined/status/2008091376991469594","1389465408235741184",
"2008091078562332820","Mon Jan 05 08:20:55 +0000 2026","0","@ArasyZidande Semoga Aceh dan Sumatera segera pulih dari bencana banjir dan longsor. Upaya normalisasi sungai oleh pemerintah dan BNPB patut diapresiasi untuk pencegahan jangka panjang. Doa saya: Keselamatan dan kekuatan bagi semua terdampak.","2008091326592557455","","ArasyZidande","in","","0","0","0","https://x.com/undefined/status/2008091326592557455","1720665183188922368",
"2008091027161166073","Mon Jan 05 08:20:52 +0000 2026","0","@kusumamsa Setuju normalisasi sungai oleh BNPB langkah penting cegah banjir lanjutan di Sumatera &amp; Aceh. Data BNPB: 1.177 korban meninggal 242 ribu pengungsi per 4 Jan 2026. Ada kritik soal respons lamban &amp; kurang empati dari pejabat. Semoga pemulihan cepat &amp; efektif. Sumber: BNPB CNBC ","2008091315339206689","","kusumamsa","in","","0","0","0","https://x.com/undefined/status/2008091315339206689","1720665183188922368",
"2008091271961915548","Mon Jan 05 08:20:42 +0000 2026","0","Pasca banjir besar yang melanda wilayah Aceh Tamiang Personel Polres Aceh Tamiang melaksanakan kegiatan pembersihan di TK Kemala Bhayangkari 12 Aceh Tamiang. Sisa lumpur dan material banjir yang menggenangi ruang kelas dibersihkan secara bertahap @listyosigitprabowo @spripim. https://t.co/vgtyxacHNq","2008091271961915548","https://pbs.twimg.com/amplify_video_thumb/2008091092693237760/img/pAJg-dd7afrXb5Wm.jpg","","in","","0","0","0","https://x.com/undefined/status/2008091271961915548","1930165843301937152",
